Alarm ID,"Ticker, Name",Name,Beschreibung,Zeit,Webhook-Status
4324096904,"BCBA_DLY:PRIO3, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [PRIO3]: LONG - PFAD FREI!,2026-03-26T20:10:27Z,
4324096904,"BATS:FTI, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [FTI]: LONG - PFAD FREI!,2026-03-26T19:46:07Z,
4324096904,"BATS:ADBE, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [ADBE]: SHORT - PFAD FREI!,2026-03-26T19:07:29Z,
4324096904,"BATS:SPG, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [SPG]: SHORT - PFAD FREI!,2026-03-26T18:25:35Z,
4324096904,"BATS:FSLY, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [FSLY]: LONG - PFAD FREI!,2026-03-26T18:25:04Z,
4324096904,"BATS:DELL, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [DELL]: LONG - PFAD FREI!,2026-03-26T18:25:04Z,
4324096904,"BATS:KGS, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [KGS]: LONG - PFAD FREI!,2026-03-26T18:25:04Z,
4324096904,"BATS:CTSH, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [CTSH]: SHORT - PFAD FREI!,2026-03-26T18:24:49Z,
4324096904,"BATS:GEV, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [GEV]: LONG - PFAD FREI!,2026-03-26T18:24:47Z,
4324096904,"BATS:O, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [O]: SHORT - PFAD FREI!,2026-03-26T18:24:36Z,
4324096904,"BATS:AAOI, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [AAOI]: LONG - PFAD FREI!,2026-03-26T18:24:36Z,
4324096904,"BATS:VRT, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [VRT]: LONG - PFAD FREI!,2026-03-26T18:24:34Z,
4324096904,"BATS:CIEN, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [CIEN]: LONG - PFAD FREI!,2026-03-26T18:24:33Z,
4324096904,"BATS:PSA, 1T","AKJ 2.0 Sniper-Commander v12.6 (White-Edition) (150, 0,2, 50, 1,5, 10, 1, 4): Jeder alert()-Funktionsaufruf",🎯 SNIPER [PSA]: SHORT - PFAD FREI!,2026-03-26T18:24:32Z,
